BUS_ID,LAT,LON,gridX,gridY
856,35.883898,128.606646,89,91
857,35.884155,128.605718,89,91
858,35.891191,128.606436,89,91
859,35.892616,128.60967,89,91
860,35.893058,128.609651,89,91
861,35.895628,128.612972,89,91
862,35.896374,128.613388,89,91
863,35.898401,128.615364,89,91
864,35.899718,128.615097,89,91
865,35.901606,128.616153,89,91
866,35.902435,128.616016,89,91
867,35.897694,128.616057,89,91
868,35.898467,128.619962,89,91
869,35.898528,128.618766,89,91
870,35.898315,128.623284,89,91
871,35.897969,128.623924,89,91
872,35.894661,128.624075,89,91
873,35.894408,128.624128,89,91
874,35.900405,128.6238584,89,91
875,35.8986275,128.6248028,89,91
876,35.933003,128.561949,88,92
877,35.932843,128.561527,88,92
878,35.937483,128.560419,88,92
879,35.937483,128.560419,88,92
880,35.910775,128.615593,89,91
881,35.9088483,128.6167755,89,91
882,35.902433,128.618209,89,91
883,35.902035,128.618439,89,91
884,35.879,128.598436,89,91
885,35.87854,128.600381,89,91
886,35.91611,128.599668,89,91
887,35.915201,128.599329,89,91
888,35.921989,128.599214,89,92
889,35.921959,128.599734,89,92
890,37.3780325,127.1132394,62,123
891,35.8999605,128.6186367,89,91
892,35.8999605,128.6186367,89,91
893,35.876002,128.604991,89,91
894,35.87629,128.605049,89,91
895,35.907633,128.5600718,88,91
896,35.910833,128.576627,88,91
897,35.902269,128.598998,89,91
898,35.898056,128.568393,88,91
899,35.898417,128.568296,88,91
900,35.896055,128.570117,88,91
901,35.896136,128.570251,88,91
902,35.880756,128.580286,89,91
903,35.880073,128.581853,89,91
904,36.819811,128.627043,89,111
905,35.879306,128.585657,89,91
906,35.87889,128.589763,89,91
907,35.878261,128.592992,89,91
908,35.877249,128.597071,89,91
909,35.945341,128.556428,88,92
910,35.945681,128.558791,88,92
911,35.94618,128.561942,88,92
912,35.945638,128.556496,88,92
913,35.9499,128.577632,88,92
914,35.949469,128.577396,88,92
915,37.337788,127.102832,62,122
916,37.337788,127.102832,62,122
917,35.946835,128.552791,88,92
918,35.946858,128.553667,88,92
919,35.947602,128.573868,88,92
920,35.947823,128.574734,88,92
921,35.9423451,128.5671219,88,92
922,35.9072,128.614978,89,91
923,35.905448,128.612073,89,91
924,35.904969,128.605212,89,91
925,35.969125,128.588826,89,93
926,35.905036,128.602553,89,91
927,35.905323,128.602899,89,91
928,35.93189,128.603588,89,92
929,35.932026,128.6036,89,92
930,35.9251794,128.597749,89,92
931,35.928037,128.599226,89,92
932,35.921206,128.597202,89,92
933,35.921003,128.598065,89,92
934,35.923695,128.596855,89,92
935,35.923579,128.59661,89,92
936,35.927047,128.597002,89,92
937,35.927066,128.596792,89,92
938,35.921051,128.60119,89,92
939,35.92124,128.601092,89,92
940,35.920291,128.6035,89,92
941,35.920434,128.603712,89,92
942,35.918019,128.603616,89,92
943,35.918153,128.603838,89,92
944,35.916719,128.602265,89,92
945,35.916537,128.602629,89,92
946,35.901922,128.541124,88,91
947,35.90155,128.541742,88,91
948,35.89842,128.544146,88,91
949,35.898509,128.544391,88,91
950,35.908164,128.542008,88,91
951,35.908517,128.541712,88,91
952,35.9140408,128.5455043,88,91
953,35.881071,128.640758,90,91
954,35.880912,128.640181,90,91
955,35.915608,128.548275,88,91
956,35.927343,128.542195,88,92
957,35.1790833,129.1265535,99,76
958,35.932984,128.544527,88,92
959,35.932714,128.544359,88,92
960,35.9322613,128.5686683,88,92
961,35.933912,128.565967,88,92
962,35.93428,128.566347,88,92
963,35.93759,128.567745,88,92
964,37.2886267,127.1143807,62,121
965,35.9377884,128.5661961,88,92
966,35.936118,128.564598,88,92
967,35.936362,128.564511,88,92
968,35.9351497,128.5605578,88,92
969,35.938109,128.562905,88,92
970,35.939092,128.562723,88,92
971,35.943622,128.563587,88,92
972,35.9444265,128.566557,88,92
973,35.945207,128.563875,88,92
974,35.944438,128.562495,88,92
975,35.944131,128.562682,88,92
976,35.944027,128.565596,88,92
977,37.6373881,127.0273238,61,128
978,35.941508,128.564647,88,92
979,35.941318,128.564646,88,92
980,35.946447,128.566533,88,92
981,35.946646,128.566402,88,92
982,35.946694,128.569539,88,92
983,35.946901,128.569618,88,92
984,35.947843,128.579867,88,92
985,35.943987,128.574042,88,92
986,35.94376,128.57424,88,92
987,35.943445,128.570513,88,92
988,35.943184,128.570278,88,92
989,35.940753,128.569906,88,92
990,35.941073,128.570729,88,92
991,35.94447,128.553573,88,92
992,35.944371,128.553694,88,92
993,35.9344828,128.5451426,88,92
994,37.339837,126.815797,57,122
995,35.939825,128.544508,88,92
996,35.938844,128.544312,88,92
997,35.943228,128.545681,88,92
998,35.945006,128.546793,88,92
999,35.945047,128.54962,88,92
1000,35.946152,128.544507,88,92
1001,35.947522,128.546622,88,92
1002,35.954469,128.554884,88,92
1003,35.915345,128.62426,89,91
1004,35.91587,128.623721,89,91
1005,35.916498,128.625997,89,92
1006,35.9053688,128.6075017,89,91
1007,35.876666,128.600046,89,91
1008,35.951067,128.565369,88,92
1009,35.947869,128.580089,88,92
1010,34.9796469,128.2721387,84,71
1011,35.939618,128.565952,88,92
1012,35.963254,128.716988,91,93
1013,35.87611,128.601459,89,91
1014,35.895884,128.588759,89,91
1015,35.877915,128.593621,89,91
1016,35.882948,128.593016,89,91
1017,35.91403,128.613524,89,91
1018,35.914327,128.613571,89,91
1019,35.91565,128.619365,89,91
1020,35.915828,128.619754,89,91
1021,35.93266,128.558223,88,92
1022,35.932433,128.558432,88,92
1023,35.936249,128.559667,88,92
1024,35.935953,128.559365,88,92
1025,35.942923,128.545028,88,92
1026,35.944836,128.546604,88,92
1027,35.944931,128.549464,88,92
1028,37.2795987,127.0358331,61,120
1029,35.958404,128.559925,88,92
1030,35.9175969,128.6210587,89,92
1031,35.942362,128.555298,88,92
1032,35.912363,128.542347,88,91
1033,35.942828,128.563781,88,92
1034,35.939835,128.565743,88,92
1035,35.908101,128.606166,89,91
1036,35.9041253,128.5410605,88,91
1037,35.90396,128.60876,89,91
1038,35.9053688,128.6075017,89,91
1039,35.904625,128.610859,89,91
1040,35.906929,128.615031,89,91
1041,35.907812,128.616855,89,91
1042,35.900243,128.619965,89,91
1043,35.900017,128.619996,89,91
1044,36.4157769,128.166002,81,102
1045,35.954903,128.564255,88,92
1046,35.897402,128.548149,88,91
1047,35.87646,128.596213,89,91
1048,35.955038,128.5642,88,92
1049,35.942618,128.566273,88,92
1050,35.945148,128.566757,88,92
1051,35.945255,128.567001,88,92
1052,35.9536476,128.56739,88,92
1053,35.941895,128.619481,89,92
1054,35.9795825,128.6145237,89,93
1055,35.907337,128.605684,89,91
1056,35.898276,128.542151,88,91
1057,35.9052928,128.5963886,89,91
1058,35.9179858,128.597777,89,92
1059,35.933461,128.546592,88,92
1060,35.9356497,128.5633353,88,92
1061,35.9536476,128.56739,88,92
1062,35.945807,128.550944,88,92
1063,35.957498,128.56639,88,92
1064,35.930427,128.561476,88,92
1065,35.916411,128.628999,89,92
1066,35.916528,128.628978,89,92
1067,35.94408,128.558159,88,92
1068,35.943655,128.558466,88,92
1069,35.927066,128.596792,89,92
1070,35.927047,128.597002,89,92
1071,35.88148,128.601666,89,91
1072,35.957038,128.560556,88,92
1073,35.967202,128.5887765,89,93
1074,35.8705636,128.5894218,89,90
1075,35.893655,128.619747,89,91
1076,37.4464239,129.1681777,98,125
1077,35.881379,128.5957782,89,91
1078,35.9322613,128.5686683,88,92
1079,35.878065,128.601541,89,91
1080,35.896482,128.509339,87,91
1081,35.896634,128.509683,87,91
1082,35.898157,128.524271,88,91
1083,35.894824,128.536091,88,91
1084,35.89506,128.535849,88,91
1085,35.898064,128.524869,88,91
1086,35.8868228,128.597889,89,91
1087,35.9565917,128.5645846,88,92
1088,35.956104,128.565749,88,92
1089,35.9100691,128.5432268,88,91
1090,35.911569,128.5474764,88,91
1091,35.9119578,128.545171,88,91
1092,35.908513,128.544515,88,91
1093,35.904427,128.547212,88,91
1094,35.1265033,128.9685974,96,75
1095,35.950294,128.565053,88,92
1096,35.954067,128.565634,88,92
1097,35.953625,128.565864,88,92
1098,35.951067,128.565369,88,92
1099,35.9474125,128.5664052,88,92
1100,35.956031,128.565892,88,92
1101,35.909524,128.542272,88,91
1102,35.910902,128.5248952,88,91
1103,35.885725,128.6031058,89,91
1104,35.9408084,128.5465515,88,92
1105,35.9408084,128.5465515,88,92
1106,35.895954,128.539499,88,91
1107,35.91239,128.627372,89,91
1108,35.9134035,128.627191,89,91
1109,35.917474,128.629041,89,92
1110,35.9167627,128.5428934,88,91
1111,35.919837,128.541877,88,92
1112,35.919208,128.541297,88,92
1113,35.893888,128.589631,89,91
1114,35.927877,128.59866,89,92
1115,35.918079,128.547782,88,92
1116,35.9219565,128.5408934,88,92
1117,35.898941,128.509743,87,91
1118,35.898861,128.509432,87,91
1119,35.916742,128.550554,88,91
1120,35.9180682,128.5515592,88,92
1121,35.920068,128.5491149,88,92
1122,35.1351874,126.8571014,58,74
1123,35.8978,128.517157,87,91
1124,35.901708,128.513937,87,91
1125,35.901473,128.514035,87,91
1126,35.89696,128.517695,87,91
1127,35.1319378,126.8587683,58,74
1128,35.91273,128.542793,88,91
1129,35.904473,128.545773,88,91
1130,35.904473,128.545773,88,91
1131,35.897664,128.547996,88,91
1132,35.94458,128.559182,88,92
1133,35.944868,128.559129,88,92
1134,35.875457,128.605862,89,91
1135,35.896252,128.541251,88,91
1136,35.931717,128.555412,88,92
1137,35.931497,128.554583,88,92
1138,35.900571,128.566383,88,91
1139,35.9061921,128.5630307,88,91
1140,35.897127,128.510152,87,91
1141,35.8969411,128.5101618,87,91
1142,35.897252,128.514783,87,91
1143,35.8978,128.517157,87,91
1144,35.896634,128.509683,87,91
1145,35.896482,128.509339,87,91
1146,35.8988155,128.5163642,87,91
1147,37.5991704,127.0162704,60,127
1148,35.958404,128.559925,88,92
1149,35.918766,128.596718,89,92
1150,35.890305,128.562445,88,91
1151,35.922629,128.599218,89,92
1152,36.3811019,127.3432726,67,101
1153,35.9089664,128.576886,88,91
1154,35.90884,128.576857,88,91
1155,35.95659,128.565863,88,92
1156,35.897942,128.509437,87,91
1157,35.8566589,128.5485056,88,90
1158,36.3361356,127.3699934,67,100
1159,36.3361356,127.3699934,67,100
1160,35.8606861,128.5467557,88,90
1161,35.861684,128.54766,88,90
1162,35.861794,128.547295,88,90
1163,35.86243,128.546303,88,90
1164,35.862304,128.54607,88,90
1165,35.865656,128.54648,88,90
1166,35.86645,128.546297,88,90
1167,35.867935,128.546618,88,90
1168,35.86827,128.546421,88,90
1169,35.868879,128.5473,88,90
1170,35.869362,128.548122,88,90
1171,35.871098,128.546794,88,90
1172,35.872091,128.54658,88,91
1173,35.873666,128.546956,88,91
1174,35.876207,128.547095,88,91
1175,35.87637,128.546886,88,91
1176,35.878857,128.545131,88,91
1177,37.2683493,126.9971705,60,120
1178,35.878713,128.539139,88,91
1179,35.87837,128.541207,88,91
1180,35.873911,128.538608,88,91
1181,35.873837,128.539072,88,91
1182,35.86922,128.537546,88,90
1183,35.869407,128.538035,88,90
1184,35.868743,128.535439,88,90
1185,35.868419,128.535359,88,90
1186,35.868513,128.53846,88,90
1187,35.868962,128.542716,88,90
1188,35.868677,128.543976,88,90
1189,35.867905,128.537393,88,90
1190,35.86229,128.537278,88,90
1191,35.862477,128.537733,88,90
1192,35.858704,128.540941,88,90
1193,35.8591029,128.5416451,88,90
1194,35.860598,128.544663,88,90
1195,35.858934,128.533823,88,90
1196,35.854971,128.549197,88,90
1197,35.855818,128.551395,88,90
1198,35.855839,128.552713,88,90
1199,35.857083,128.554637,88,90
1200,35.856783,128.555188,88,90
1201,35.860524,128.556953,88,90
1202,35.860165,128.556629,88,90
1203,35.864899,128.556153,88,90
1204,35.864703,128.555786,88,90
1205,35.868787,128.555416,88,90
1206,35.868509,128.555071,88,90
1207,35.871736,128.555126,88,90
1208,35.873603,128.55473,88,91
1209,35.87453,128.555124,88,91
1210,35.874442,128.554735,88,91
1211,35.877649,128.555123,88,91
1212,35.87747,128.554723,88,91
1213,35.886072,128.55784,88,91
1214,35.887942,128.559027,88,91
1215,35.887626,128.559136,88,91
1216,35.887983,128.559737,88,91
1217,35.888666,128.560229,88,91
1218,35.8896552,128.5623089,88,91
1219,35.887865,128.573382,88,91
1220,35.888348,128.570295,88,91
1221,35.8887983,128.5680143,88,91
1222,35.862511,128.550135,88,90
1223,35.862832,128.550901,88,90
1224,35.869732,128.551868,88,90
1225,35.870171,128.552502,88,90
1226,35.8759622,128.5531713,88,91
1227,35.8759622,128.5531713,88,91
1228,35.8751844,128.5482551,88,91
1229,35.875585,128.558918,88,91
1230,35.87578,128.55954,88,91
1231,35.875652,128.561942,88,91
1232,35.874854,128.563044,88,91
1233,35.871341,128.558711,88,90
1234,35.870937,128.558332,88,90
1235,35.864114,128.558362,88,90
1236,35.863986,128.558649,88,90
1237,35.865491,128.562568,88,90
1238,35.865177,128.562267,88,90
1239,35.871213,128.5636427,88,90
1240,35.871213,128.5636427,88,90
1241,35.863204,128.564102,88,90
1242,35.8604365,128.5636985,88,90
1243,35.860722,128.564638,88,90
1244,35.85967,128.562283,88,90
1245,35.862402,128.573368,88,90
1246,35.864396,128.571186,88,90
1247,35.866577,128.571135,88,90
1248,35.867904,128.570846,88,90
1249,35.870265,128.570907,88,90
1250,35.870191,128.571228,88,90
1251,35.874391,128.571369,88,91
1252,35.874708,128.57105,88,91
1253,35.876914,128.57142,88,91
1254,35.877916,128.571139,88,91
1255,35.876057,128.569697,88,91
1256,35.875877,128.569663,88,91
1257,35.875735,128.56531,88,91
1258,35.875887,128.56376,88,91
1259,35.872119,128.563745,88,91
1260,35.872339,128.568729,88,91
1261,35.86679,128.568158,88,90
1262,35.866679,128.568689,88,90
1263,35.8755456,128.5549211,88,91
1264,35.881246,128.572171,88,91
1265,35.872252,128.573856,88,91
1266,35.871918,128.573964,88,91
1267,35.871239,128.578323,88,91
1268,35.870742,128.578463,88,90
1269,35.870903,128.578863,89,90
1270,35.870534,128.578794,89,90
1271,35.878999,128.549617,88,91
1272,35.878713,128.550967,88,91
1273,35.8779898,128.5589207,88,91
1274,35.879303,128.558014,88,91
1275,35.879089,128.561225,88,91
1276,35.879405,128.561116,88,91
1277,35.879564,128.565691,88,91
1278,35.879233,128.56519,88,91
1279,35.879377,128.569057,88,91
1280,35.879733,128.570089,88,91
1281,35.879169,128.573064,88,91
1282,35.879199,128.574327,88,91
1283,35.901737,128.597333,89,91
1284,35.8857115,128.578863,88,91
1285,35.887502,128.570123,88,91
1286,35.884906,128.5735025,88,91
1287,35.883848,128.574593,88,91
1288,35.883647,128.575134,88,91
1289,35.8586587,128.5545328,88,90
1290,35.881735,128.579141,88,91
1291,35.881086,128.57176,88,91
1292,35.885724,128.574452,88,91
1293,35.885698,128.574086,88,91
1294,35.891843,128.553528,88,91
1295,35.8591584,128.5387287,88,90
1296,35.8628653,128.5530512,88,90
1297,35.8631561,128.5538406,88,90
1298,35.867713,128.52984,88,90
1299,35.86784,128.529553,88,90
1300,35.865328,128.526901,88,90
1301,35.864166,128.524834,88,90
1302,35.871811,128.564075,88,91
1303,35.86323,128.571864,88,90
1304,35.877513,128.539452,88,91
1305,35.884549,128.55588,88,91
1306,35.88207,128.532073,88,91
1307,35.882007,128.532017,88,91
1308,35.860947,128.566744,88,90
1309,35.877878,128.571449,88,91
1310,35.871982,128.567941,88,91
1311,35.874647,128.562865,88,91
1312,35.879127,128.553096,88,91
1313,35.883296,128.530054,88,91
1314,35.8862946,128.5696417,88,91
1315,35.883098,128.542059,88,91
1316,35.882873,128.542124,88,91
1317,37.5433378,126.6772218,55,126
1318,35.878295,128.535747,88,91
1319,35.8670191,128.5662259,88,90
1320,35.866757,128.563574,88,90
1321,35.882684,128.547826,88,91
1322,35.882487,128.547725,88,91
1323,35.859821,128.537217,88,90
1324,35.882439,128.528266,88,91
1325,35.890247,128.561425,88,91
1326,35.866939,128.549567,88,90
1327,35.8642201,128.5494161,88,90
1328,36.3662163,127.4274593,68,101
1329,35.8667688,128.5502829,88,90
1330,35.868626,128.549214,88,90
1331,35.868679,128.549502,88,90
1332,35.885693,128.532119,88,91
1333,35.884469,128.565239,88,91
1334,35.875979,128.56715,88,91
1335,35.875814,128.567658,88,91
1336,35.883486,128.533999,88,91
1337,35.877206,128.563105,88,91
1338,35.8751844,128.5482551,88,91
1339,37.5787349,127.0032192,60,127
1340,37.5787349,127.0032192,60,127
1341,35.858546,128.491857,87,90
1342,35.858994,128.492325,87,90
1343,35.85648,128.492298,87,90
1344,35.855433,128.494838,87,90
1345,35.855721,128.494895,87,90
1346,35.854364,128.491798,87,90
1347,35.853974,128.492272,87,90
1348,35.851974,128.489868,87,90
1349,35.85267,128.484868,87,90
1350,35.852211,128.484821,87,90
1351,35.850378,128.492294,87,90
1352,35.846063,128.491658,87,90
1353,35.846385,128.492313,87,90
1354,35.841905,128.492308,87,90
1355,35.839141,128.491671,87,90
1356,35.851295,128.495089,87,90
1357,35.852714,128.4982327,87,90
1358,35.853439,128.545178,88,90
1359,35.853078,128.545486,88,90
1360,35.855835,128.547542,88,90
1361,35.857297,128.537167,88,90
1362,35.856457,128.537604,88,90
1363,35.852311,128.537521,88,90
1364,35.858617,128.534175,88,90
1365,35.858958,128.528553,88,90
1366,35.858602,128.527521,88,90
1367,35.858607,128.522151,88,90
1368,35.8594635,128.5187583,87,90
1369,35.858712,128.518797,87,90
1370,35.859123,128.51333,87,90
1371,35.858796,128.513804,87,90
1372,35.859197,128.508635,87,90
1373,35.858047,128.505926,87,90
1374,35.859291,128.503344,87,90
1375,35.85898,128.502434,87,90
1376,35.859355,128.498959,87,90
1377,37.5620916,127.0145494,60,127
1378,35.855677,128.498969,87,90
1379,35.855397,128.49909,87,90
1380,35.855309,128.502986,87,90
1381,35.855589,128.5028,87,90
1382,35.855252,128.505876,87,90
1383,35.855542,128.505434,87,90
1384,35.853219,128.506959,87,90
1385,35.85377,128.507732,87,90
1386,35.858011,128.507642,87,90
1387,35.858047,128.505926,87,90
1388,35.855187,128.510514,87,90
1389,35.855457,128.510593,87,90
1390,35.855115,128.514765,87,90
1391,35.855395,128.514601,87,90
1392,35.853283,128.515318,87,90
1393,35.853426,128.515629,87,90
1394,35.857896,128.515636,87,90
1395,35.8933647,128.6173246,89,91
1396,35.8544641,128.5168698,87,90
1397,35.855357,128.51707,87,90
1398,35.856123,128.52126,87,90
1399,35.851711,128.501236,87,90
1400,35.852111,128.500364,87,90
1401,35.851732,128.504879,87,90
1402,35.852135,128.505402,87,90
1403,35.850931,128.510841,87,90
1404,35.8516032,128.5106482,87,90
1405,35.851148,128.512824,87,90
1406,35.850583,128.514238,87,90
1407,35.85031,128.517148,87,90
1408,35.8508,128.518269,87,90
1409,35.850208,128.519859,87,90
1410,35.849672,128.522812,88,90
1411,35.848683,128.5243,88,90
1412,35.848713,128.527798,88,90
1413,35.849173,128.527812,88,90
1414,35.849291,128.531644,88,90
1415,35.849724,128.531525,88,90
1416,35.849604,128.534292,88,90
1417,35.850113,128.535214,88,90
1418,35.851706,128.541945,88,90
1419,35.852228,128.542015,88,90
1420,35.846633,128.537427,88,90
1421,35.842445,128.536757,88,90
1422,35.842443,128.537321,88,90
1423,35.839471,128.536703,88,90
1424,35.83909,128.537254,88,90
1425,35.837255,128.538437,88,90
1426,35.837661,128.5416457,88,90
1427,35.8387442,128.5421734,88,90
1428,35.8352951,128.543109,88,90
1429,35.838534,128.544634,88,90
1430,35.83838,128.544865,88,90
1431,35.8405496,128.5457563,88,90
1432,35.842184,128.544703,88,90
1433,35.843342,128.547755,88,90
1434,35.843567,128.547723,88,90
1435,35.844581,128.544786,88,90
1436,35.845556,128.544405,88,90
1437,35.846986,128.545223,88,90
1438,35.847212,128.545114,88,90
1439,35.849079,128.546654,88,90
1440,35.848982,128.546321,88,90
1441,35.851218,128.548108,88,90
1442,35.851686,128.548145,88,90
1443,35.853099,128.548741,88,90
1444,35.8441021,128.5427726,88,90
1445,35.8422994,128.5458674,88,90
1446,35.843651,128.539134,88,90
1447,35.843417,128.539121,88,90
1448,35.83721,128.534474,88,90
1449,35.837522,128.533226,88,90
1450,35.83692,128.522507,88,90
1451,35.836576,128.522726,88,90
1452,35.836594,128.516616,87,90
1453,35.836284,128.517466,87,90
1454,35.836112,128.511277,87,90
1455,35.836913,128.507154,87,90
1456,35.837381,128.507489,87,90
1457,35.841717,128.50714,87,90
1458,35.84296,128.507469,87,90
1459,35.839022,128.515779,87,90
1460,35.838913,128.516011,87,90
1461,35.850623,128.507053,87,90
1462,35.850829,128.507397,87,90
1463,35.845792,128.507122,87,90
1464,35.846565,128.507459,87,90
1465,35.83508,128.499449,87,90
1466,35.835322,128.50617,87,90
1467,35.835659,128.505319,87,90
1468,35.83549,128.500614,87,90
1469,35.8374665,128.5369517,88,90
1470,35.834531,128.536891,88,90
1471,35.834664,128.537302,88,90
1472,35.832278,128.536721,88,90
1473,35.829634,128.533538,88,90
1474,35.829622,128.534113,88,90
1475,35.827146,128.531562,88,90
1476,35.828387,128.52794,88,90
1477,35.827602,128.52819,88,90
1478,35.831018,128.528157,88,90
1479,35.830957,128.527648,88,90
1480,35.831283,128.533615,88,90
1481,35.8334391,128.5323967,88,90
1482,35.833836,128.54106,88,90
1483,35.83399,128.540895,88,90
1484,35.833812,128.546339,88,90
1485,37.5194002,126.8955067,58,126
1486,35.836334,128.544829,88,90
1487,35.836101,128.544595,88,90
1488,35.8327728,128.5455621,88,90
1489,35.830576,128.544513,88,90
1490,35.8314525,128.5465597,88,90
1491,35.827145,128.543881,88,90
1492,35.822522,128.547579,88,89
1493,35.822315,128.547533,88,89
1494,35.82488,128.546267,88,89
1495,35.824485,128.545932,88,89
1496,35.821577,128.543201,88,89
1497,35.821001,128.543131,88,89
1498,35.819878,128.540367,88,89
1499,35.819784,128.541042,88,89
1500,35.820854,128.535792,88,89
1501,35.819886,128.53645,88,89
1502,35.824658,128.531502,88,89
1503,35.8239402,128.5303416,88,89
1504,35.818395,128.535245,88,89
1505,35.818213,128.535708,88,89
1506,35.816942,128.531671,88,89
1507,35.81676,128.532013,88,89
1508,35.815091,128.528317,88,89
1509,35.81489,128.52691,88,89
1510,35.814308,128.52601,88,89
1511,35.814894,128.523823,88,89
1512,35.814959,128.523536,88,89
1513,35.819783,128.523114,88,89
1514,35.81991,128.522749,88,89
1515,35.821049,128.526165,88,89
1516,35.821729,128.529335,88,89
1517,35.821901,128.52927,88,89
1518,35.824074,128.535261,88,89
1519,35.8245791,128.5346467,88,89
1520,35.824843,128.538674,88,89
1521,35.825111,128.539041,88,89
1522,35.813804,128.521791,88,89
1523,35.8134,128.521268,88,89
1524,35.811581,128.516874,87,89
1525,35.811516,128.517316,87,89
1526,35.812247,128.524398,88,89
1527,35.812491,128.525124,88,89
1528,35.810206,128.526149,88,89
1529,35.810205,128.526426,88,89
1530,35.807267,128.5305,88,89
1531,35.807732,128.529353,88,89
1532,35.80592,128.531487,88,89
1533,35.805323,128.531848,88,89
1534,35.804269,128.5337,88,89
1535,35.804541,128.533403,88,89
1536,35.805254,128.535278,88,89
1537,35.806994,128.532988,88,89
1538,35.807329,128.532791,88,89
1539,35.806485,128.53803,88,89
1540,35.80822,128.538369,88,89
1541,35.806259,128.54022,88,89
1542,35.806574,128.540299,88,89
1543,35.808441,128.536052,88,89
1544,35.808199,128.535685,88,89
1545,35.814755,128.535043,88,89
1546,35.813959,128.535757,88,89
1547,35.81634,128.533338,88,89
1548,35.816214,128.533161,88,89
1549,35.817632,128.538714,88,89
1550,35.814427,128.541736,88,89
1551,35.8134417,128.544535,88,89
1552,35.811994,128.543711,88,89
1553,35.811635,128.543399,88,89
1554,35.811387,128.538406,88,89
1555,35.811664,128.5373413,88,89
1556,35.810785,128.545916,88,89
1557,35.810312,128.546886,88,89
1558,35.8081369,128.5487847,88,89
1559,35.813387,128.546653,88,89
1560,35.813988,128.547111,88,89
1561,35.815993,128.546394,88,89
1562,35.815795,128.546304,88,89
1563,35.8153304,128.5435072,88,89
1564,35.815624,128.544134,88,89
1565,35.854449,128.549116,88,90
1566,35.856571,128.558132,88,90
1567,35.85598,128.559113,88,90
1568,35.85417,128.560684,88,90
1569,35.853431,128.560789,88,90
1570,35.860956,128.568571,88,90
1571,35.860636,128.573473,88,90
1572,35.860932,128.573586,88,90
1573,37.4459136,127.1442901,63,124
1574,35.853129,128.571338,88,90
1575,35.855596,128.568001,88,90
1576,35.855361,128.568121,88,90
1577,35.857798,128.565448,88,90
1578,35.858124,128.565173,88,90
1579,35.843716,128.532725,88,90
1580,35.843305,128.551895,88,90
1581,35.843559,128.549539,88,90
1582,35.842813,128.552988,88,90
1583,35.839768,128.552767,88,90
1584,35.839334,128.552941,88,90
1585,35.837349,128.549573,88,90
1586,35.837349,128.549573,88,90
1587,35.837079,128.555361,88,90
1588,35.8367364,128.5577961,88,90
1589,35.83721,128.556247,88,90
1590,35.834107,128.554753,88,90
1591,35.833701,128.550998,88,90
1592,35.833901,128.550568,88,90
1593,35.832629,128.552917,88,90
1594,35.832115,128.552869,88,90
1595,35.830429,128.550976,88,90
1596,35.829188,128.550414,88,90
1597,35.828373,128.549246,88,90
1598,35.826943,128.548506,88,90
1599,35.826685,128.547807,88,90
1600,37.2922917,127.0431931,61,121
1601,35.830612,128.556179,88,90
1602,35.830811,128.556114,88,90
1603,35.828716,128.558911,88,90
1604,35.828046,128.559614,88,90
1605,35.821191,128.5543671,88,89
1606,35.821191,128.5543671,88,89
1607,36.25978,128.289529,83,99
1608,35.820407,128.550774,88,89
1609,35.8201633,128.5513675,88,89
1610,35.814595,128.548476,88,89
1611,35.815125,128.548812,88,89
1612,35.813442,128.548391,88,89
1613,35.81317,128.548632,88,89
1614,35.809274,128.55115,88,89
1615,35.8093076,128.5530085,88,89
1616,35.808313,128.550336,88,89
1617,35.802598,128.550629,88,89
1618,35.803074,128.550953,88,89
1619,35.808427,128.555006,88,89
1620,35.808158,128.556642,88,89
1621,35.8284,128.560945,88,90
1622,35.848106,128.566187,88,90
1623,35.847809,128.565986,88,90
1624,35.839012,128.558396,88,90
1625,35.835872,128.512516,87,90
1626,35.843694,128.535713,88,90
1627,35.84346,128.535457,88,90
1628,35.861017,128.521447,87,90
1629,35.860907,128.521778,88,90
1630,35.855479,128.530445,88,90
1631,35.855189,128.530775,88,90
1632,35.851307,128.530329,88,90
1633,35.8511314,128.5314518,88,90
1634,35.836952,128.551685,88,90
1635,35.8153581,128.5421185,88,89
1636,35.808488,128.54569,88,89
1637,37.513399,127.042559,61,126
1638,35.7993324,128.5485072,88,89
1639,35.844817,128.530451,88,90
1640,35.843485,128.531981,88,90
1641,35.853368,128.477178,87,90
1642,35.849119,128.478226,87,90
1643,37.6001432,127.0564331,61,127
1644,35.808408,128.518879,87,89
1645,35.857895,128.530439,88,90
1646,35.857271,128.530778,88,90
1647,37.5160699,127.0433812,61,126
1648,35.819558,128.539303,88,89
1649,35.845315,128.478236,87,90
1650,35.851663,128.488704,87,90
1651,35.808633,128.512684,87,89
1652,35.809074,128.512742,87,89
1653,35.807993,128.523125,88,89
1654,35.807299,128.549389,88,89
1655,35.832933,128.531357,88,90
1656,37.5093501,127.1290675,62,126
1657,35.847502,128.530536,88,90
1658,35.8443544,128.5291744,88,90
1659,35.8562694,128.5168419,87,90
1660,35.85888,128.508921,87,90
1661,35.838579,128.492298,87,90
1662,35.8347716,128.4949557,87,90
1663,35.825676,128.541856,88,89
1664,35.8295464,128.5443152,88,90
1665,35.827507,128.531343,88,90
1666,35.853769,128.546022,88,90
1667,35.835303,128.495743,87,90
1668,35.850083,128.491672,87,90
1669,35.852889,128.47744,87,90
1670,35.853443,128.474255,87,90
1671,35.852992,128.474197,87,90
1672,35.850921,128.478226,87,90
